region,parent_org,org_type,org_level,organization,project_detail,project_type,project_subtype,fiscal_year,budget_type,budget_amount,budget_dept,budget_category,sub_category,reference_url
서울,서울특별시,지방자치단체,광역,서울특별시,소장 기록물 공개재분류 사업,기록물관리,공개재분류/접근관리,2025,본예산,"200,000,000",서울기록원 운영지원과,100-201,01 사무관리비,https://news.seoul.go.kr/gov/archives/category/tax-news_c1/info_budget_c1/data_document_budget-n2
서울,서울특별시,지방자치단체,광역,서울특별시,소장기록물 정수점검,기록물관리,실태점검/정수점검,2025,본예산,"383,146,000",서울기록원 운영지원과,100-201,01 사무관리비,https://news.seoul.go.kr/gov/archives/category/tax-news_c1/info_budget_c1/data_document_budget-n2
서울,서울특별시,지방자치단체,기초,강동구,"중요 종이기록물 전산화 용역비(500원*300,000면)",전자화 사업,종이기록물 전자화,2025,본예산,"150,000,000",민원행정과,201 일반운영비,01 사무관리비,https://www.gangdong.go.kr/web/newportal/bbs/b_057/147495
서울,서울특별시,지방자치단체,기초,강동구,"중요 종이기록물 전수조사 용역비(1000원*20,000권)",기록물관리,기록물 정리/기술,2025,본예산,"20,000,000",민원행정과,201 일반운영비,01 사무관리비,https://www.gangdong.go.kr/web/newportal/bbs/b_057/147495
서울,서울특별시,지방자치단체,기초,강동구,보존서고 방역 및 소독 관리,보존관리,해충방제/방균관리,2025,본예산,"3,000,000",민원행정과,201 일반운영비,02 공공운영비,https://www.gangdong.go.kr/web/newportal/bbs/b_057/147495
서울,서울특별시,지방자치단체,기초,강동구,통합기록관리시스템 유지보수비,시스템 관리,시스템 운영/유지보수,2025,본예산,"16,548,000",민원행정과,308 자치단체등이전,07 자치단체간부담금,https://www.gangdong.go.kr/web/newportal/bbs/b_057/147495
서울,서울특별시,지방자치단체,기초,강동구,전자기록물 기록관리시스템 이관비,기록물관리,이관/인수,2025,본예산,"34,791,000",민원행정과,308 자치단체등이전,07 자치단체간부담금,https://www.gangdong.go.kr/web/newportal/bbs/b_057/147495
서울,서울특별시,지방자치단체,기초,강북구,"기록관 향균방충제, 향균젤 등 구매((47,300원*114개)+(31,900원*76개))",보존관리,해충방제/방균관리,2025,본예산,"7,817,000",민원여권과,201 일반운영비,01 사무관리비,https://www.gangbuk.go.kr/portal/bbs/B0000121/list.do?menuNo=200396&nttId=165146
서울,서울특별시,지방자치단체,기초,강북구,기록관 분진제거 및 소독비용,보존관리,해충방제/방균관리,2025,본예산,"7,512,000",민원여권과,201 일반운영비,01 사무관리비,https://www.gangbuk.go.kr/portal/bbs/B0000121/list.do?menuNo=200396&nttId=165146
서울,서울특별시,지방자치단체,기초,강북구,기록관리시스템 유지보수비,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,600,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.gangbuk.go.kr/portal/bbs/B0000121/list.do?menuNo=200396&nttId=165146
서울,서울특별시,지방자치단체,기초,강서구,기록관 소독용역비(2회),보존관리,해충방제/방균관리,2025,본예산,"3,380,000",민원여권과,201 일반운영비,01 사무관리비,https://www.gangseo.seoul.kr/s030422
서울,서울특별시,지방자치단체,기초,강서구,통합기록물관리시스템 유지보수,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,551,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.gangseo.seoul.kr/gs030422
서울,서울특별시,지방자치단체,기초,관악구,기록관및기록물소독(1회),보존관리,해충방제/방균관리,2025,본예산,"6,000,000",민원여권과,201 일반운영비,01 사무관리비,https://www.gwanak.go.kr/site/gwanak/ex/bbs/List.do?cbIdx=442
서울,서울특별시,지방자치단체,기초,관악구,중요비전자기록물DB구축사업(조달수수료포함),전자화 사업,종이기록물 전자화,2025,본예산,"175,900,000",민원여권과,201 일반운영비,01 사무관리비,https://www.gwanak.go.kr/site/gwanak/ex/bbs/List.do?cbIdx=442
서울,서울특별시,지방자치단체,기초,관악구,통합기록물관리시스템유지보수,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,600,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.gwanak.go.kr/site/gwanak/ex/bbs/List.do?cbIdx=442
서울,서울특별시,지방자치단체,기초,광진구,"중요기록물 전산화 사업 용역비(532원*450,000원)",전자화 사업,종이기록물 전자화,2025,본예산,"239,400,000",민원여권과,201 일반운영비,01 사무관리비,https://www.gwangjin.go.kr/portal/bbs/B0000050/list.do?menuNo=200130
서울,서울특별시,지방자치단체,기초,광진구,기록관 서고 소독(집중소독),보존관리,해충방제/방균관리,2025,본예산,"2,990,000",민원여권과,201 일반운영비,01 사무관리비,https://www.gwangjin.go.kr/portal/bbs/B0000050/list.do?menuNo=200130
서울,서울특별시,지방자치단체,기초,광진구,"기록관 서고 소독(상시소독)(44,000원*36개)",보존관리,해충방제/방균관리,2025,본예산,"1,584,000",민원여권과,201 일반운영비,01 사무관리비,https://www.gwangjin.go.kr/portal/bbs/B0000050/list.do?menuNo=200130
서울,서울특별시,지방자치단체,기초,광진구,기록관리시스템 유지보수 분담금,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,600,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.gwangjin.go.kr/portal/bbs/B0000050/list.do?menuNo=200130
서울,서울특별시,지방자치단체,기초,구로구,"DB구축(600원*569,000면)",전자화 사업,종이기록물 전자화,2025,본예산,"341,400,000",민원여권과,201 일반운영비,01 사무관리비,https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=657&nttNo=212622&&pageUnit=10&key=1767&pageIndex=1
서울,서울특별시,지방자치단체,기초,구로구,"보유기록물 목록 조사(1,500원*34,000권)",기록물관리,기록물 정리/기술,2025,본예산,"51,000,000",민원여권과,201 일반운영비,01 사무관리비,https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=657&nttNo=212622&&pageUnit=10&key=1767&pageIndex=1
서울,서울특별시,지방자치단체,기초,구로구,서고 일시소독 용역,보존관리,해충방제/방균관리,2025,본예산,"4,983,000",민원여권과,201 일반운영비,01 사무관리비,https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=657&nttNo=212622&&pageUnit=10&key=1767&pageIndex=1
서울,서울특별시,지방자치단체,기초,구로구,서고 상시소독 약제 구매,보존관리,해충방제/방균관리,2025,본예산,"2,574,000",민원여권과,201 일반운영비,01 사무관리비,https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=657&nttNo=212622&&pageUnit=10&key=1767&pageIndex=1
서울,서울특별시,지방자치단체,기초,구로구,기록관리시스템 유지보수비,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,551,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.guro.go.kr/www/selectBbsNttView.do?bbsNo=657&nttNo=212622&&pageUnit=10&key=1767&pageIndex=1
서울,서울특별시,지방자치단체,기초,금천구,기록관 일시소독비,보존관리,해충방제/방균관리,2025,본예산,"2,387,000",민원여권과,201 일반운영비,01 사무관리비,https://www.geumcheon.go.kr/portal/contents.do?key=265
서울,서울특별시,지방자치단체,기초,금천구,기록관 상시소독비,보존관리,해충방제/방균관리,2025,본예산,"1,320,000",민원여권과,201 일반운영비,01 사무관리비,https://www.geumcheon.go.kr/portal/contents.do?key=265
서울,서울특별시,지방자치단체,기초,금천구,기록관리시스템 S/W 유지보수비,시스템 관리,시스템 운영/유지보수,2025,본예산,"25,418,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.geumcheon.go.kr/portal/contents.do?key=265
서울,서울특별시,지방자치단체,기초,노원구,종합서고 집중소독,보존관리,해충방제/방균관리,2025,본예산,"4,500,000",민원여권과,201 일반운영비,01 사무관리비,https://www.nowon.kr/www/administ/administ5/administ5_01.jsp
서울,서울특별시,지방자치단체,기초,노원구,이관 및 중요기록물 전자화,전자화 사업,종이기록물 전자화,2025,본예산,"326,490,000",민원여권과,201 일반운영비,01 사무관리비,https://www.nowon.kr/www/administ/administ5/administ5_01.jsp
서울,서울특별시,지방자치단체,기초,노원구,기록관리시스템 분담금,시스템 관리,시스템 운영/유지보수,2025,본예산,"24,152,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.nowon.kr/www/administ/administ5/administ5_01.jsp
서울,서울특별시,지방자치단체,기초,동대문구,기록관 유지관리(소독 등)(2회),보존관리,해충방제/방균관리,2025,본예산,"6,000,000",민원여권과,201 일반운영비,01 사무관리비,https://www.ddm.go.kr/www/contents.do?key=3684
서울,서울특별시,지방자치단체,기초,동대문구,통합기록관리시스템 유지보수 분담금,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,600,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.ddm.go.kr/www/contents.do?key=3684
서울,서울특별시,지방자치단체,기초,동작구,종합문서고 일시소독 및 상시소독,보존관리,해충방제/방균관리,2025,본예산,"9,548,000",민원여권과,201 일반운영비,01 사무관리비,https://www.dongjak.go.kr/portal/bbs/B0000082/list.do?menuNo=200121
서울,서울특별시,지방자치단체,기초,동작구,약수도서관 상도문서고 기록물 이송용역,보존관리,서고관리,2025,본예산,"7,797,000",민원여권과,201 일반운영비,01 사무관리비,https://www.dongjak.go.kr/portal/bbs/B0000082/list.do?menuNo=200121
서울,서울특별시,지방자치단체,기초,동작구,통합기록관리시스템 자치구별 분담금,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,600,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.dongjak.go.kr/portal/bbs/B0000082/list.do?menuNo=200121
서울,서울특별시,지방자치단체,기초,마포구,"문서소독제(20,000원*11개*12월)",보존관리,해충방제/방균관리,2025,본예산,"2,640,000",민원여권과,201 일반운영비,01 사무관리비,https://www.mapo.go.kr/site/main/content/mapo03020301
서울,서울특별시,지방자치단체,기초,마포구,중요기록물 전산화사업,전자화 사업,종이기록물 전자화,2025,본예산,"220,000,000",민원여권과,207 연구개발비,02 전산개발비,https://www.mapo.go.kr/site/main/content/mapo03020301
서울,서울특별시,지방자치단체,기초,마포구,통합기록관리시스템 유지보수 및 전자기록물 이관인수,기록물관리,이관/인수,2025,본예산,"60,994,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.mapo.go.kr/site/main/content/mapo03020301
서울,서울특별시,지방자치단체,기초,서대문구,미업로드,사업없음,사업없음,2025,본예산,,기획예산과,,,https://www.sdm.go.kr/admininfo/budget/document2.do
서울,서울특별시,지방자치단체,기초,서초구,"보존서고 집중소독(2,100,000원*2개소)",보존관리,해충방제/방균관리,2025,본예산,"4,000,000",오-케이민원센터,201 일반운영비,01 사무관리비,https://www.seocho.go.kr/site/seocho/ex/bbs/List.do?cbIdx=31
서울,서울특별시,지방자치단체,기초,서초구,"보존서고 상시소독제(105,000원*12개월)",보존관리,해충방제/방균관리,2025,본예산,"1,140,000",오-케이민원센터,201 일반운영비,01 사무관리비,https://www.seocho.go.kr/site/seocho/ex/bbs/List.do?cbIdx=31
서울,서울특별시,지방자치단체,기초,서초구,통합기록관리시스템유지보수 분담금,시스템 관리,시스템 운영/유지보수,2025,본예산,"16,548,000",오-케이민원센터,308 자치단체등이전,07 자치단체간부담금,https://www.seocho.go.kr/site/seocho/ex/bbs/List.do?cbIdx=31
서울,서울특별시,지방자치단체,기초,성동구,종합문서고 분진 제거 및 일시소독(1회),보존관리,해충방제/방균관리,2025,본예산,"1,500,000",민원여권과,201 일반운영비,01 사무관리비,https://www.sd.go.kr/main/selectBbsNttList.do?bbsNo=171&key=1328&
서울,서울특별시,지방자치단체,기초,성동구,"천연향균(소독)제(45,000원*50개)",보존관리,해충방제/방균관리,2025,본예산,"2,250,000",민원여권과,201 일반운영비,01 사무관리비,https://www.sd.go.kr/main/selectBbsNttList.do?bbsNo=171&key=1328&
서울,서울특별시,지방자치단체,기초,성동구,정부합동평가대비필수기록물정리(1회),기록물관리,기록물 정리/기술,2025,본예산,"22,000,000",민원여권과,201 일반운영비,01 사무관리비,https://www.sd.go.kr/main/selectBbsNttList.do?bbsNo=171&key=1328&
서울,서울특별시,지방자치단체,기초,성동구,서울시 통합기록관리시스템 유지보수,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,600,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.sd.go.kr/main/selectBbsNttList.do?bbsNo=171&key=1328&
서울,서울특별시,지방자치단체,기초,성북구,기록관 향균소독(청소 및 소독비),보존관리,해충방제/방균관리,2025,본예산,"2,948,000",민원여권과,201 일반운영비,01 사무관리비,https://www.sb.go.kr/PageLink.do
서울,서울특별시,지방자치단체,기초,성북구,"기록관 향균소독(상시 향균소독제(44,000원*24개))",보존관리,해충방제/방균관리,2025,본예산,"1,056,000",민원여권과,201 일반운영비,01 사무관리비,https://www.sb.go.kr/PageLink.do
서울,서울특별시,지방자치단체,기초,성북구,기록관리시스템 유지보수 분담비,시스템 관리,시스템 운영/유지보수,2025,본예산,"16,617,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.sb.go.kr/PageLink.do
서울,서울특별시,지방자치단체,기초,송파구,영구 기록물 집중소독,보존관리,해충방제/방균관리,2025,본예산,"3,000,000",민원행정과,201 일반운영비,01 사무관리비,https://www.songpa.go.kr/book/selectBbsNttList.do?bbsNo=226&key=3746&searchCtgry=%EC%82%AC%EC%97%85%EC%98%88%EC%82%B0%EC%84%9C&
서울,서울특별시,지방자치단체,기초,송파구,중요 종이기록물 전산화 사업 용역,전자화 사업,종이기록물 전자화,2025,본예산,"80,604,000",민원행정과,201 일반운영비,01 사무관리비,https://www.songpa.go.kr/book/selectBbsNttList.do?bbsNo=226&key=3746&searchCtgry=%EC%82%AC%EC%97%85%EC%98%88%EC%82%B0%EC%84%9C&
서울,서울특별시,지방자치단체,기초,송파구,서울시통합기록관관리 구비분담금,기록물관리,기록물 정리/기술,2025,본예산,"144,582,000",민원행정과,308 자치단체등이전,07 자치단체간부담금,https://www.songpa.go.kr/book/selectBbsNttList.do?bbsNo=226&key=3746&searchCtgry=%EC%82%AC%EC%97%85%EC%98%88%EC%82%B0%EC%84%9C&
서울,서울특별시,지방자치단체,기초,양천구,중요기록물 전산화사업,전자화 사업,종이기록물 전자화,2025,본예산,"290,000,000",민원여권과,201 일반운영비,01 사무관리비,https://www.yangcheon.go.kr/site/yangcheon/ex/bbs/List.do?cbIdx=421
서울,서울특별시,지방자치단체,기초,양천구,종이문서관리시스템 유지보수,시스템 관리,시스템 운영/유지보수,2025,본예산,"12,458,000",민원여권과,201 일반운영비,01 사무관리비,https://www.yangcheon.go.kr/site/yangcheon/ex/bbs/List.do?cbIdx=421
서울,서울특별시,지방자치단체,기초,영등포구,기록관 향균소독 용역,보존관리,해충방제/방균관리,2025,본예산,"4,500,000",민원여권과,201 일반운영비,01 사무관리비,https://www.ydp.go.kr/www/selectBbsNttList.do?bbsNo=349&key=4191&
서울,서울특별시,지방자치단체,기초,영등포구,"상시소독제 구입(200,000원*12월)",보존관리,해충방제/방균관리,2025,본예산,"2,400,000",민원여권과,201 일반운영비,01 사무관리비,https://www.ydp.go.kr/www/selectBbsNttList.do?bbsNo=349&key=4191&
서울,서울특별시,지방자치단체,기초,영등포구,기록관 DB 및 공개재분류,전자화 사업,종이기록물 전자화,2025,본예산,"208,000,000",민원여권과,201 일반운영비,01 사무관리비,https://www.ydp.go.kr/www/selectBbsNttList.do?bbsNo=349&key=4191&
서울,서울특별시,지방자치단체,기초,영등포구,기록관리시스템 유지보수,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,551,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.ydp.go.kr/www/selectBbsNttList.do?bbsNo=349&key=4191&
서울,서울특별시,지방자치단체,기초,용산구,특수기록물 정리 사업,기록물관리,기록물 정리/기술,2025,본예산,"50,000,000",민원여권과,201 일반운영비,01 사무관리비,https://www.yongsan.go.kr/portal/bbs/B0000035/list.do?menuNo=200921
서울,서울특별시,지방자치단체,기초,용산구,중요기록물 전산화(DB구축) 사업(6차),전자화 사업,종이기록물 전자화,2025,본예산,"222,685,000",민원여권과,207 연구개발비,02 전산개발비,https://www.yongsan.go.kr/portal/bbs/B0000035/list.do?menuNo=200921
서울,서울특별시,지방자치단체,기초,용산구,기록관리시스템 유지보수 등,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,600,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.yongsan.go.kr/portal/bbs/B0000035/list.do?menuNo=200921
서울,서울특별시,지방자치단체,기초,은평구,"문서고 상시소독약제 구매(42,000원*60개)",보존관리,해충방제/방균관리,2025,본예산,"2,520,000",민원여권과,201 일반운영비,01 사무관리비,https://www.ep.go.kr/www/contents.do?key=651
서울,서울특별시,지방자치단체,기초,은평구,문서고 일시/향균소독(4개소),보존관리,해충방제/방균관리,2025,본예산,"4,600,000",민원여권과,201 일반운영비,01 사무관리비,https://www.ep.go.kr/www/contents.do?key=651
서울,서울특별시,지방자치단체,기초,은평구,통합기록관리시스템 유지보수 분담금,시스템 관리,시스템 운영/유지보수,2025,본예산,"20,604,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.ep.go.kr/www/contents.do?key=651
서울,서울특별시,지방자치단체,기초,은평구,통합기록관리시스템 검수 용역 분담금,시스템 관리,시스템 운영/유지보수,2025,본예산,"2,316,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.ep.go.kr/www/contents.do?key=651
서울,서울특별시,지방자치단체,기초,종로구,기록물 소독 및 분진제거,보존관리,해충방제/방균관리,2025,본예산,"5,600,000",민원여권과,201 일반운영비,01 사무관리비,https://www.jongno.go.kr/portal/bbs/selectBoardList.do?bbsId=BBSMSTR_000000000971&contentsDvCo=BG&menuId=1823&menuNo=1823
서울,서울특별시,지방자치단체,기초,종로구,기록관 서고 상시소독제 구입,보존관리,해충방제/방균관리,2025,본예산,"2,000,000",민원여권과,201 일반운영비,01 사무관리비,https://www.jongno.go.kr/portal/bbs/selectBoardList.do?bbsId=BBSMSTR_000000000971&contentsDvCo=BG&menuId=1823&menuNo=1823
서울,서울특별시,지방자치단체,기초,종로구,기록관리시스템 S/W 유지보수,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,600,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.jongno.go.kr/portal/bbs/selectBoardList.do?bbsId=BBSMSTR_000000000971&contentsDvCo=BG&menuId=1823&menuNo=1823
서울,서울특별시,지방자치단체,기초,중구,비전자기록물DB구축,전자화 사업,종이기록물 전자화,2025,본예산,"50,000,000",민원여권과,201 일반운영비,01 사무관리비,https://www.junggu.seoul.kr/content.do?cmsid=14364
서울,서울특별시,지방자치단체,기초,중구,기록관리시스템 유지보수,시스템 관리,시스템 운영/유지보수,2025,본예산,"16,550,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.junggu.seoul.kr/content.do?cmsid=14364
서울,서울특별시,지방자치단체,기초,중랑구,기록관 분진제거 및 항균소독,보존관리,해충방제/방균관리,2025,본예산,"2,596,000",민원여권과,201 일반운영비,01 사무관리비,https://www.jungnang.go.kr/portal/bbs/list/B0000232.do?menuNo=200430
서울,서울특별시,지방자치단체,기초,중랑구,서울시 통합기록관리시스템 자치구분담금,시스템 관리,시스템 운영/유지보수,2025,본예산,"18,600,000",민원여권과,308 자치단체등이전,07 자치단체간부담금,https://www.jungnang.go.kr/portal/bbs/list/B0000232.do?menuNo=200430
서울,서울특별시교육청,교육행정기관,광역,서울특별시교육청,기록물공개재분류용역비,기록물관리,공개재분류/접근관리,2025,본예산,"117,500,000",총무과,210 운영비,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,광역,서울특별시교육청,중요기록물전자화(DB구축) 사업,전자화 사업,종이기록물 전자화,2025,본예산,"890,000,000",총무과,210 운영비,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,광역,서울특별시교육청,보유목록관리프로그램(응용S/W)유지관리)(12개월),시스템 관리,시스템 운영/유지보수,2025,본예산,"20,004,000",총무과,210 운영비,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,광역,서울특별시교육청,"보존서고및정보자료실향균탈취제(50,000원*4개*5회)",보존관리,해충방제/방균관리,2025,본예산,"1,000,000",총무과,210 운영비,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,광역,서울특별시교육청,"특수유형기록물관리시스템유지관리(917,000원*12월)",시스템 관리,시스템 운영/유지보수,2025,본예산,"11,004,000",총무과,210 운영비,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,광역,서울특별시교육청,"기록물이관및재배치(24,500,000원*1식*2회)",기록물관리,이관/인수,2025,본예산,"49,000,000",총무과,210 운영비,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,광역,서울특별시교육청,이동식서가구입설치,보존관리,서고관리,2025,본예산,"78,300,000",총무과,430 유형자산,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,광역,서울특별시교육청,"보존서고및정보자료실향균탈취제(50,000원*4개*5회)",보존관리,해충방제/방균관리,2025,본예산,"1,000,000",총무과,210 운영비,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,기초,남부교육지원청,(행지)보존서고소독비,보존관리,해충방제/방균관리,2025,본예산,"1,000,000",,210 운영비,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,기초,동부교육지원청,사업없음,사업없음,사업없음,2025,본예산,,,,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,기초,서부교육지원청,서고소독비,보존관리,해충방제/방균관리,2025,본예산,"1,500,000",,210 운영비,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,기초,북부교육지원청,기록물정리및폐기용역,기록물관리,기록물 정리/기술,2025,본예산,"3,000,000",,210 운영비,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
서울,서울특별시교육청,교육행정기관,기초,중부교육지원청,사업없음,사업없음,사업없음,2025,본예산,,,,,https://www.sen.go.kr/user/bbs/BD_selectBbsList.do?q_bbsSn=1477&q_bbsDocNo=&q_searchVal=2025&q_searchKeyTy=flctnColCn1___1001
